Lat,Lng,SubCategory,Distance to light
37.32361029,-121.9086659,FUR - Furniture,0.0828804
37.32362044,-121.8783691,FUR - Furniture,0.0525836
37.32362586,-121.8965509,FUR - Furniture,0.0707654
37.32362717,-121.8465943,FUR - Furniture,0.0208088
37.32362717,-121.8465943,FUR - Furniture,0.0208088
37.32362717,-121.8465943,FUR - Furniture,0.0208088
37.32362717,-121.8465943,FUR - Furniture,0.0208088
37.32363961,-121.8296756,FUR - Furniture,0.0038901
37.32364586,-121.8217702,FUR - Furniture,0.0040153
37.3236988,-121.8740779,FUR - Furniture,0.0482924
37.3236988,-121.8740779,FUR - Furniture,0.0482924
37.3236988,-121.8740779,FUR - Furniture,0.0482924
37.3236988,-121.8740779,FUR - Furniture,0.0482924
37.32371635,-121.8698182,FUR - Furniture,0.0440327
37.32371635,-121.8698182,FUR - Furniture,0.0440327
37.32371635,-121.8698182,FUR - Furniture,0.0440327
37.32371635,-121.8698182,FUR - Furniture,0.0440327
37.32372827,-121.9060424,FUR - Furniture,0.0802569
37.32377335,-121.9049915,FUR - Furniture,0.079206
37.32377335,-121.9049915,FUR - Furniture,0.079206
37.32377335,-121.9049915,FUR - Furniture,0.079206
37.32377335,-121.9049915,FUR - Furniture,0.079206
37.32377335,-121.9049915,FUR - Furniture,0.079206
37.32380064,-121.8449217,FUR - Furniture,7.32E-06
37.32380998,-121.865689,FUR - Furniture,0.0207606
37.32381888,-121.8237524,FUR - Furniture,0.021176
37.32387271,-121.8858948,FUR - Furniture,0.0409664
37.32387271,-121.8858948,FUR - Furniture,0.0409664
37.32387271,-121.8858948,FUR - Furniture,0.0409664
37.32390358,-121.8213907,FUR - Furniture,0.0235377
37.32390358,-121.8213907,FUR - Furniture,0.0235377
37.32390358,-121.8213907,FUR - Furniture,0.0235377
37.32395216,-121.8391288,FUR - Furniture,0.0057996
37.32395216,-121.8391288,FUR - Furniture,0.0057996
37.32397196,-121.9309009,FUR - Furniture,0.0859725
37.32400648,-121.8251089,FUR - Furniture,0.0198195
37.32403785,-121.9034153,FUR - Furniture,0.0584869
37.32403785,-121.9034153,FUR - Furniture,0.0584869
37.3240649,-121.8275627,FUR - Furniture,0.0173657
37.3240649,-121.8275627,FUR - Furniture,0.0173657
37.3240649,-121.8275627,FUR - Furniture,0.0173657
37.3240649,-121.8275627,FUR - Furniture,0.0173657
37.3240649,-121.8275627,FUR - Furniture,1.58E-06
37.32414049,-121.8659017,FUR - Furniture,0.0383382
37.32414049,-121.8659017,FUR - Furniture,0.0383382
37.32420151,-121.8730218,FUR - Furniture,0.0454583
37.32422394,-121.868771,FUR - Furniture,0.0412075
37.32422394,-121.868771,FUR - Furniture,0.0412075
37.32427497,-121.8066599,FUR - Furniture,0.0209036
37.32429359,-121.8431189,FUR - Furniture,0.0155554
37.3243396,-121.8789107,FUR - Furniture,0.0513472
37.3243396,-121.8789107,FUR - Furniture,0.0513472
37.32441251,-121.8328242,FUR - Furniture,0.0052607
37.32442215,-121.9199724,FUR - Furniture,0.0924089
37.32443781,-121.9223621,FUR - Furniture,0.0947986
37.32443781,-121.9223621,FUR - Furniture,0.0947986
37.32443781,-121.9223621,FUR - Furniture,0.0947986
37.32444522,-121.8551374,FUR - Furniture,0.0275739
37.32445042,-121.9237502,FUR - Furniture,0.0961867
37.32445042,-121.9237502,FUR - Furniture,0.0961867
37.32445042,-121.9237502,FUR - Furniture,0.0961867
37.32447596,-121.8244109,FUR - Furniture,8.06E-07
37.32447596,-121.8244109,FUR - Furniture,8.06E-07
37.32447596,-121.8244109,FUR - Furniture,8.06E-07
37.32449622,-121.884583,FUR - Furniture,0.0601729
37.32449622,-121.884583,FUR - Furniture,0.0601729
37.32449622,-121.884583,FUR - Furniture,0.0601729
37.32449622,-121.884583,FUR - Furniture,0.0601729
37.32452453,-121.805675,FUR - Furniture,0.0187351
37.32456528,-121.8804917,FUR - Furniture,0.0560816
37.32456528,-121.8804917,FUR - Furniture,0.0560816
37.32457145,-121.8784229,FUR - Furniture,0.0540128
37.32459936,-121.9060994,FUR - Furniture,0.0816893
37.32463003,-121.8762341,FUR - Furniture,0.051824
37.32463003,-121.8762341,FUR - Furniture,0.051824
37.32463003,-121.8762341,FUR - Furniture,0.051824
37.32463003,-121.8762341,FUR - Furniture,0.051824
37.32466842,-121.7667517,FUR - Furniture,0.0576584
37.32466842,-121.7667517,FUR - Furniture,0.0576584
37.32467055,-121.8719523,FUR - Furniture,0.0475422
37.32469671,-121.8488549,FUR - Furniture,0.0244448
37.32471188,-121.8458282,FUR - Furniture,0.0214181
37.32471188,-121.8458282,FUR - Furniture,0.0214181
37.32471188,-121.8458282,FUR - Furniture,0.0214181
37.32471758,-121.829428,FUR - Furniture,0.0050179
37.32471758,-121.829428,FUR - Furniture,0.0050179
37.32471758,-121.829428,FUR - Furniture,0.0050179
37.32471758,-121.829428,FUR - Furniture,0.0050179
37.32471758,-121.829428,FUR - Furniture,6.11E-06
37.32471758,-121.829428,FUR - Furniture,6.11E-06
37.32474523,-121.8677352,FUR - Furniture,0.0383011
37.32474523,-121.8677352,FUR - Furniture,0.0383011
37.32474523,-121.8677352,FUR - Furniture,0.0383011
37.32477695,-121.7940602,FUR - Furniture,0.0353739
37.32478137,-121.8223266,FUR - Furniture,0.0071075
37.32478137,-121.8223266,FUR - Furniture,0.0071075
37.32478137,-121.8223266,FUR - Furniture,0.0071075
37.32478137,-121.8223266,FUR - Furniture,0.0071075
37.32478137,-121.8223266,FUR - Furniture,0.0071075
37.32478137,-121.8223266,FUR - Furniture,0.0071075
37.32478137,-121.8223266,FUR - Furniture,0.0071075
37.32478137,-121.8223266,FUR - Furniture,0.0071075
37.32478805,-121.7927385,FUR - Furniture,0.0366956
37.32478805,-121.7927385,FUR - Furniture,0.0366956
37.32480849,-121.8799759,FUR - Furniture,0.0505418
37.32483948,-121.7870456,FUR - Furniture,0.0423885
37.32483948,-121.7870456,FUR - Furniture,0.0423885
37.32485023,-121.8437144,FUR - Furniture,0.0142803
37.32485023,-121.8437144,FUR - Furniture,0.0142803
37.32489559,-121.9072172,FUR - Furniture,0.0777831
37.3249166,-121.8837443,FUR - Furniture,0.0543102
37.32491777,-121.7969574,FUR - Furniture,0.0324767
37.32491777,-121.7969574,FUR - Furniture,0.0324767
37.32496667,-121.7821405,FUR - Furniture,0.0472936
37.32496667,-121.7821405,FUR - Furniture,0.0810498
37.32496667,-121.7821405,FUR - Furniture,0.0810498
37.32498531,-121.8963722,FUR - Furniture,0.0331819
37.32498531,-121.8963722,FUR - Furniture,0.0331819
37.32498531,-121.8963722,FUR - Furniture,0.0331819
37.32500524,-121.9126449,FUR - Furniture,0.0494546
37.32506462,-121.8794469,FUR - Furniture,0.0162566
37.32506462,-121.8794469,FUR - Furniture,0.0162566
37.32506587,-121.8332334,FUR - Furniture,0.0299569
37.32508769,-121.8482153,FUR - Furniture,0.014975
37.32508769,-121.8482153,FUR - Furniture,0.014975
37.32512301,-121.9043769,FUR - Furniture,0.0411866
37.32512301,-121.9043769,FUR - Furniture,0.0411866
37.32512301,-121.9043769,FUR - Furniture,0.0411866
37.3251474,-121.7838391,FUR - Furniture,0.0793512
37.32514831,-121.8751516,FUR - Furniture,0.0119613
37.32514831,-121.8751516,FUR - Furniture,0.0119613
37.32514831,-121.8751516,FUR - Furniture,0.0119613
37.3251876,-121.8057284,FUR - Furniture,0.0574619
37.32520074,-121.8709255,FUR - Furniture,0.0077352
37.32520074,-121.8709255,FUR - Furniture,0.0077352
37.32525185,-121.8667221,FUR - Furniture,0.0035318
37.32525463,-121.7783701,FUR - Furniture,0.0848202
37.32527608,-121.7987031,FUR - Furniture,0.0644872
37.32528126,-121.8299884,FUR - Furniture,0.0332019
37.32528752,-121.7931981,FUR - Furniture,0.0699922
37.32528752,-121.7931981,FUR - Furniture,0.0699922
37.32528757,-121.8494318,FUR - Furniture,0.0137585
37.32530486,-121.8868836,FUR - Furniture,0.0236933
37.32530486,-121.8868836,FUR - Furniture,0.0236933
37.32530486,-121.8868836,FUR - Furniture,0.0236933
37.32530486,-121.8868836,FUR - Furniture,0.0236933
37.32531356,-121.843036,FUR - Furniture,7.70E-07
37.32531422,-121.9288487,FUR - Furniture,0.085812
37.32531422,-121.9288487,FUR - Furniture,0.085812
37.3253249,-121.926791,FUR - Furniture,0.0837543
37.32532503,-121.924602,FUR - Furniture,0.0815653
37.32543101,-121.8230153,FUR - Furniture,0.0200214
37.32543101,-121.8230153,FUR - Furniture,0.0200214
37.32543101,-121.8230153,FUR - Furniture,0.0200214
37.32564264,-121.8740988,FUR - Furniture,0.0310621
37.32564264,-121.8740988,FUR - Furniture,0.0310621
37.32564264,-121.8740988,FUR - Furniture,0.0310621
37.32567199,-121.8075634,FUR - Furniture,0.0354733
37.3256923,-121.9044208,FUR - Furniture,0.0613841
37.32569651,-121.8698705,FUR - Furniture,0.0268338
37.32569651,-121.8698705,FUR - Furniture,0.0268338
37.32575944,-121.8292428,FUR - Furniture,0.0137939
37.32576871,-121.8656263,FUR - Furniture,0.0225896
37.32582826,-121.8800149,FUR - Furniture,1.62E-06
37.32584786,-121.8821602,FUR - Furniture,0.0021467
37.32584937,-121.8305519,FUR - Furniture,0.0494616
37.32587974,-121.8500194,FUR - Furniture,0.0299941
37.32590538,-121.9176347,FUR - Furniture,0.0376212
37.32592452,-121.8532547,FUR - Furniture,0.0267588
37.32592452,-121.8532547,FUR - Furniture,0.0267588
37.32595987,-121.9126906,FUR - Furniture,0.0326771
37.32600901,-121.8259357,FUR - Furniture,0.0540778
37.32600901,-121.8259357,FUR - Furniture,0.0540778
37.32607353,-121.877313,FUR - Furniture,0.0027005
37.32612349,-121.9092399,FUR - Furniture,0.0292264
37.32612349,-121.9092399,FUR - Furniture,0.0292264
37.32614286,-121.8730461,FUR - Furniture,0.006967401
37.32614286,-121.8730461,FUR - Furniture,0.006967401
37.32614286,-121.8730461,FUR - Furniture,0.006967401
37.32614286,-121.8730461,FUR - Furniture,0.006967401
37.32614286,-121.8730461,FUR - Furniture,0.006967401
37.32614286,-121.8730461,FUR - Furniture,0.006967401
37.32614286,-121.8730461,FUR - Furniture,0.006967401
37.32614286,-121.8730461,FUR - Furniture,0.006967401
37.32614286,-121.8730461,FUR - Furniture,0.006967401
37.32617159,-121.8876063,FUR - Furniture,0.0075928
37.32617735,-121.9047957,FUR - Furniture,0.0247822
37.32617735,-121.9047957,FUR - Furniture,0.0247822
37.32617735,-121.9047957,FUR - Furniture,0.0247822
37.32617735,-121.9047957,FUR - Furniture,0.0247822
37.32617947,-121.9080608,FUR - Furniture,0.0032682
37.32619549,-121.8688222,FUR - Furniture,0.0359704
37.32619757,-121.8284533,FUR - Furniture,0.0763393
37.32619757,-121.8284533,FUR - Furniture,0.0763393
37.32619757,-121.8284533,FUR - Furniture,0.0763393
37.32619757,-121.8284533,FUR - Furniture,0.0763393
37.32620929,-121.9074761,FUR - Furniture,0.002683501
37.32621578,-121.8558257,FUR - Furniture,0.0489669
37.32621578,-121.8558257,FUR - Furniture,0.0489669
37.32621578,-121.8558257,FUR - Furniture,0.0489669
37.32622227,-121.9062047,FUR - Furniture,0.001412101
37.32622227,-121.9062047,FUR - Furniture,0.001412101
37.32622227,-121.9062047,FUR - Furniture,0.001412101
37.32622227,-121.9062047,FUR - Furniture,0.001412101
37.32622227,-121.9062047,FUR - Furniture,0.001412101
37.32622227,-121.9062047,FUR - Furniture,0.001412101
37.32622227,-121.9062047,FUR - Furniture,0.001412101
37.32623365,-121.9204743,FUR - Furniture,0.0156817
37.32623365,-121.9204743,FUR - Furniture,0.0156817
37.32630814,-121.9359816,FUR - Furniture,0.031189
37.32631042,-121.8832254,FUR - Furniture,0.0215672
37.32633829,-121.8415183,FUR - Furniture,0.0632743
37.32633829,-121.8415183,FUR - Furniture,0.0632743
37.32634633,-121.8811108,FUR - Furniture,0.0236818
37.32634633,-121.8811108,FUR - Furniture,0.0236818
37.32641285,-121.8311123,FUR - Furniture,0.0736803
37.32641285,-121.8311123,FUR - Furniture,0.0736803
37.32641285,-121.8311123,FUR - Furniture,0.0736803
37.32641285,-121.8311123,FUR - Furniture,0.0736803
37.32646863,-121.8991398,FUR - Furniture,0.0645771
37.3265346,-121.7625746,FUR - Furniture,0.0719881
37.32656941,-121.837134,FUR - Furniture,0.0025713
37.32656941,-121.837134,FUR - Furniture,0.0025713
37.32656941,-121.837134,FUR - Furniture,0.0025713
37.32656941,-121.837134,FUR - Furniture,0.0025713
37.32656941,-121.837134,FUR - Furniture,0.0025713
37.32659429,-121.8762239,FUR - Furniture,0.0416612
37.32659429,-121.8762239,FUR - Furniture,0.0416612
37.32659579,-121.8805868,FUR - Furniture,0.0460241
37.32659579,-121.8805868,FUR - Furniture,0.0460241
37.32659579,-121.8805868,FUR - Furniture,0.0460241
37.32664521,-121.8720004,FUR - Furniture,0.0374377
37.32664521,-121.8720004,FUR - Furniture,0.0374377
37.32664521,-121.8720004,FUR - Furniture,0.0374377
37.32664521,-121.8720004,FUR - Furniture,0.0374377
37.32664521,-121.8720004,FUR - Furniture,0.0374377
37.32664521,-121.8720004,FUR - Furniture,0.0374377
37.32666474,-121.8277622,FUR - Furniture,0.0068005
37.32667863,-121.7821827,FUR - Furniture,0.05238
37.32668474,-121.8678016,FUR - Furniture,0.0332389
37.32668474,-121.8678016,FUR - Furniture,0.0332389
37.32669533,-121.7923223,FUR - Furniture,0.0422404
37.32670043,-121.8429804,FUR - Furniture,0.0084177
37.32670165,-121.7975518,FUR - Furniture,0.0370109
37.32676774,-121.8863354,FUR - Furniture,0.0517727
37.32676774,-121.8863354,FUR - Furniture,0.1083789
37.32676774,-121.8863354,FUR - Furniture,0.1083789
37.32676774,-121.8863354,FUR - Furniture,0.1083789
37.32682889,-121.8303054,FUR - Furniture,0.0523489
37.32688748,-121.8542717,FUR - Furniture,0.0763152
37.32690647,-121.9268232,FUR - Furniture,0.1488667
37.32692551,-121.930351,FUR - Furniture,0.1523945
37.32692551,-121.930351,FUR - Furniture,0.1523945
37.32693693,-121.9278403,FUR - Furniture,0.1498838
37.32693693,-121.9278403,FUR - Furniture,0.1498838
37.32694317,-121.9270938,FUR - Furniture,0.1491373
37.32695362,-121.9048475,FUR - Furniture,0.126891
37.32696835,-121.9210933,FUR - Furniture,0.1431368
37.32696835,-121.9210933,FUR - Furniture,0.1431368
37.32696868,-121.9489908,FUR - Furniture,0.1710343
37.32698246,-121.836403,FUR - Furniture,0.0584465
37.32698246,-121.836403,FUR - Furniture,0.0584465
37.32704921,-121.8512928,FUR - Furniture,0.0733363
37.32704921,-121.8512928,FUR - Furniture,0.0733363
37.32707611,-121.8751722,FUR - Furniture,0.0972157
37.32708306,-121.8838101,FUR - Furniture,0.1058536
37.32709153,-121.9116567,FUR - Furniture,0.1337002
37.32709153,-121.9116567,FUR - Furniture,0.1337002
37.32709153,-121.9116567,FUR - Furniture,0.1337002
37.32712864,-121.8270759,FUR - Furniture,0.106602
37.32717778,-121.9097658,FUR - Furniture,0.0239121
37.32717778,-121.9097658,FUR - Furniture,0.0239121
37.32717778,-121.9097658,FUR - Furniture,0.0239121
37.32717778,-121.9097658,FUR - Furniture,0.0239121
37.32718526,-121.8087015,FUR - Furniture,0.1249764
37.32718526,-121.8087015,FUR - Furniture,0.1249764
37.32718526,-121.8087015,FUR - Furniture,0.1249764
37.32730866,-121.8064432,FUR - Furniture,0.1272347
37.32730866,-121.8064432,FUR - Furniture,0.1272347
37.32731148,-121.7968043,FUR - Furniture,0.1368736
37.32731764,-121.8867629,FUR - Furniture,0.046915
37.32732109,-121.8739246,FUR - Furniture,0.0597533
37.32735609,-121.952503,FUR - Furniture,0.0188251
37.32735694,-121.9535154,FUR - Furniture,0.0198375
37.32738301,-121.8811714,FUR - Furniture,0.0525065
37.32740386,-121.7821896,FUR - Furniture,0.1514883
37.32745082,-121.9162161,FUR - Furniture,0.0174618
37.32745082,-121.9162161,FUR - Furniture,0.0174618
37.32745082,-121.9162161,FUR - Furniture,0.0174618
37.32745082,-121.9162161,FUR - Furniture,0.0174618
37.32746748,-121.8956325,FUR - Furniture,0.0380454
37.32746748,-121.8956325,FUR - Furniture,0.0380454
37.32746748,-121.8956325,FUR - Furniture,0.0380454
37.32746748,-121.8956325,FUR - Furniture,0.0380454
37.32746748,-121.8956325,FUR - Furniture,5.08E-07
37.32746965,-121.8357497,FUR - Furniture,0.0598823
37.32755116,-121.8726756,FUR - Furniture,0.0229564
37.32755116,-121.8726756,FUR - Furniture,0.0229564
37.32760095,-121.8263797,FUR - Furniture,0.0692523
37.32761989,-121.8065049,FUR - Furniture,0.0891271
37.32763604,-121.8699074,FUR - Furniture,0.0257246
37.32763604,-121.8699074,FUR - Furniture,0.0257246
37.32763604,-121.8699074,FUR - Furniture,0.0257246
37.32763604,-121.8699074,FUR - Furniture,0.0257246
37.32763604,-121.8699074,FUR - Furniture,0.0257246
37.32764336,-121.8518739,FUR - Furniture,0.0437581
37.32764336,-121.8518739,FUR - Furniture,0.0437581
37.32765323,-121.7979624,FUR - Furniture,0.0976696
37.327659,-121.8011428,FUR - Furniture,0.0944892
37.32766356,-121.8764657,FUR - Furniture,0.0191663
37.32767403,-121.7748554,FUR - Furniture,0.1207766
37.32769537,-121.8382498,FUR - Furniture,0.0573822
37.32775115,-121.8092126,FUR - Furniture,0.0864194
37.32775115,-121.8092126,FUR - Furniture,0.0864194
37.32778548,-121.858435,FUR - Furniture,0.037197
37.32784089,-121.8394985,FUR - Furniture,1.90E-06
37.32784089,-121.8394985,FUR - Furniture,1.90E-06
37.32784089,-121.8394985,FUR - Furniture,1.90E-06
37.32784089,-121.8394985,FUR - Furniture,1.90E-06
37.32784089,-121.8394985,FUR - Furniture,1.90E-06
37.32787563,-121.9063157,FUR - Furniture,0.0668153
37.32791844,-121.9117167,FUR - Furniture,0.0722163
37.32792443,-121.8981957,FUR - Furniture,0.0586953
37.32792575,-121.8798422,FUR - Furniture,0.0403418
37.32792575,-121.8798422,FUR - Furniture,0.0403418
37.32797134,-121.8432693,FUR - Furniture,0.0037689
37.32797134,-121.8432693,FUR - Furniture,0.0037689
37.32797134,-121.8432693,FUR - Furniture,0.0037689
37.32801757,-121.8786715,FUR - Furniture,0.0391711
37.32801757,-121.8786715,FUR - Furniture,0.0391711
37.32801757,-121.8786715,FUR - Furniture,0.0391711
37.32801757,-121.8786715,FUR - Furniture,0.0391711
37.32802502,-121.9093871,FUR - Furniture,0.0698867
37.32802502,-121.9093871,FUR - Furniture,0.0698867
37.32802502,-121.9093871,FUR - Furniture,0.0698867
37.32802502,-121.9093871,FUR - Furniture,0.0698867
37.32803294,-121.7696092,FUR - Furniture,0.0698912
37.32803639,-121.9089054,FUR - Furniture,0.069405
37.32806586,-121.8256953,FUR - Furniture,0.0138051
37.32806586,-121.8256953,FUR - Furniture,0.0138051
37.32806586,-121.8256953,FUR - Furniture,0.0138051
37.3280877,-121.8816979,FUR - Furniture,0.0421975
37.3280877,-121.8816979,FUR - Furniture,0.0421975
37.32812475,-121.8688754,FUR - Furniture,0.029375
37.32812475,-121.8688754,FUR - Furniture,0.029375
37.32813434,-121.8773794,FUR - Furniture,0.037879
37.32813434,-121.8773794,FUR - Furniture,0.037879
37.32813434,-121.8773794,FUR - Furniture,0.037879
37.32813472,-121.7865188,FUR - Furniture,0.0529816
37.32819309,-121.9009668,FUR - Furniture,0.0614664
37.32820508,-121.8304345,FUR - Furniture,0.0090659
37.32820508,-121.8304345,FUR - Furniture,2.41E-06
37.32820508,-121.8304345,FUR - Furniture,2.41E-06
37.32820508,-121.8304345,FUR - Furniture,2.41E-06
37.32824882,-121.8388024,FUR - Furniture,0.0083669
37.32824882,-121.8388024,FUR - Furniture,0.0083669
37.32824882,-121.8388024,FUR - Furniture,0.0083669
37.32824882,-121.8388024,FUR - Furniture,0.0083669
37.32824882,-121.8388024,FUR - Furniture,0.0083669
37.32824882,-121.8388024,FUR - Furniture,0.0083669
37.32824882,-121.8388024,FUR - Furniture,0.0083669
37.32828686,-121.8317562,FUR - Furniture,0.0013207
37.32828686,-121.8317562,FUR - Furniture,0.0013207
37.32829885,-121.8067198,FUR - Furniture,0.0237157
37.32829885,-121.8067198,FUR - Furniture,0.0237157
37.32830224,-121.876078,FUR - Furniture,0.0456425
37.3283298,-121.8789888,FUR - Furniture,0.0485533
37.32836643,-121.7857036,FUR - Furniture,0.0447319
37.32837132,-121.8096151,FUR - Furniture,0.0208204
37.32859322,-121.8368599,FUR - Furniture,0.0064244
37.32859322,-121.8368599,FUR - Furniture,0.0064244
37.32859322,-121.8368599,FUR - Furniture,0.0064244
37.32859322,-121.8368599,FUR - Furniture,0.0064244
37.32860036,-121.8806209,FUR - Furniture,0.0501854
37.32860036,-121.8806209,FUR - Furniture,0.0501854
37.32860036,-121.8806209,FUR - Furniture,0.0501854
37.32860036,-121.8806209,FUR - Furniture,0.0501854
37.32866549,-121.823407,FUR - Furniture,0.0070285
37.32866666,-121.7983007,FUR - Furniture,7.40E-07
37.32866666,-121.7983007,FUR - Furniture,7.40E-07
37.32867035,-121.7687613,FUR - Furniture,0.0295394
37.32867384,-121.7837675,FUR - Furniture,0.0145332
37.32867707,-121.8692788,FUR - Furniture,0.0709781
37.32868234,-121.821939,FUR - Furniture,0.0236383
37.32868234,-121.821939,FUR - Furniture,0.0236383
37.32868451,-121.87494,FUR - Furniture,0.0766393
37.32868451,-121.87494,FUR - Furniture,0.0766393
37.32868451,-121.87494,FUR - Furniture,0.0766393
37.32868451,-121.87494,FUR - Furniture,0.0766393
37.32868451,-121.87494,FUR - Furniture,0.0766393
37.32873189,-121.7661012,FUR - Furniture,0.0321995
37.32874027,-121.8721349,FUR - Furniture,0.0738342
37.32877897,-121.9097464,FUR - Furniture,0.1114457
37.32877897,-121.9097464,FUR - Furniture,0.1114457
37.32877897,-121.9097464,FUR - Furniture,0.1114457
37.32877897,-121.9097464,FUR - Furniture,0.1114457
37.32879291,-121.9094394,FUR - Furniture,0.1111387
37.32881096,-121.8736184,FUR - Furniture,0.0753177
37.32881096,-121.8736184,FUR - Furniture,0.0753177
37.32881096,-121.8736184,FUR - Furniture,0.0753177
37.32881576,-121.908999,FUR - Furniture,0.1106983
37.32881576,-121.908999,FUR - Furniture,0.1106983
37.32881576,-121.908999,FUR - Furniture,0.1106983
37.32884926,-121.8309295,FUR - Furniture,0.0326288
37.32884926,-121.8309295,FUR - Furniture,0.0326288
37.32884926,-121.8309295,FUR - Furniture,1.94E-06
37.32886478,-121.7821903,FUR - Furniture,0.0487403
37.32887941,-121.8530494,FUR - Furniture,0.0221188
37.32891415,-121.8499274,FUR - Furniture,0.0189968
37.32892537,-121.826547,FUR - Furniture,0.004383601
37.32892537,-121.826547,FUR - Furniture,0.004383601
37.32893678,-121.8860496,FUR - Furniture,0.055119
37.32893678,-121.8860496,FUR - Furniture,0.055119
37.32894111,-121.906407,FUR - Furniture,0.0754764
37.32894111,-121.906407,FUR - Furniture,0.0754764
37.32894946,-121.7929398,FUR - Furniture,0.0379908
37.32904999,-121.8361313,FUR - Furniture,0.0052007
37.32904999,-121.8361313,FUR - Furniture,0.0052007
37.32904999,-121.8361313,FUR - Furniture,0.0052007
37.32904999,-121.8361313,FUR - Furniture,0.0052007
37.3290769,-121.8838554,FUR - Furniture,0.0529248
37.3290769,-121.8838554,FUR - Furniture,0.0529248
37.3290945,-121.7897557,FUR - Furniture,0.0411749
37.32910052,-121.8795645,FUR - Furniture,0.0486339
37.32910052,-121.8795645,FUR - Furniture,0.0486339
37.32910052,-121.8795645,FUR - Furniture,0.0486339
37.32910052,-121.8795645,FUR - Furniture,0.0486339
37.32910052,-121.8795645,FUR - Furniture,0.0486339
37.32910052,-121.8795645,FUR - Furniture,0.0486339
37.32910052,-121.8795645,FUR - Furniture,0.0486339
37.32910052,-121.8795645,FUR - Furniture,0.0486339
37.32910404,-121.8564182,FUR - Furniture,0.0254876
37.32911991,-121.8752652,FUR - Furniture,0.0443346
37.32911991,-121.8752652,FUR - Furniture,0.0443346
37.32911991,-121.8752652,FUR - Furniture,0.0443346
37.32911991,-121.8752652,FUR - Furniture,0.0443346
37.32911991,-121.8752652,FUR - Furniture,0.0443346
37.32911991,-121.8752652,FUR - Furniture,0.0443346
37.32911991,-121.8752652,FUR - Furniture,0.0443346
37.32911991,-121.8752652,FUR - Furniture,0.0443346
37.32911991,-121.8752652,FUR - Furniture,0.0443346
37.32917215,-121.8374372,FUR - Furniture,0.0378269
37.32928716,-121.8302826,FUR - Furniture,0.0449815
37.32943718,-121.9435317,FUR - Furniture,0.0682676
37.32944339,-121.8913444,FUR - Furniture,0.0160803
37.32946479,-121.8417749,FUR - Furniture,0.0334892
37.32946479,-121.8417749,FUR - Furniture,0.0334892
37.32946479,-121.8417749,FUR - Furniture,0.0334892
37.32946479,-121.8417749,FUR - Furniture,0.0334892
37.32946479,-121.8417749,FUR - Furniture,0.0334892
37.32946479,-121.8417749,FUR - Furniture,0.0334892
37.32946479,-121.8417749,FUR - Furniture,0.0334892
37.32946479,-121.8417749,FUR - Furniture,0.0334892
37.32946479,-121.8417749,FUR - Furniture,0.0334892
37.32946479,-121.8417749,FUR - Furniture,0.0334892
37.32946479,-121.8417749,FUR - Furniture,0.0334892
37.32946479,-121.8417749,FUR - Furniture,0.0334892
37.32946479,-121.8417749,FUR - Furniture,0.0334892
37.32946479,-121.8417749,FUR - Furniture,0.0334892
37.32946479,-121.8417749,FUR - Furniture,0.0334892
37.32946479,-121.8417749,FUR - Furniture,0.0334892
37.32948089,-121.7699547,FUR - Furniture,0.1053094
37.32948089,-121.7699547,FUR - Furniture,0.1053094
37.32949916,-121.7941923,FUR - Furniture,0.0810718
37.32949916,-121.7941923,FUR - Furniture,0.0810718
37.32950768,-121.871298,FUR - Furniture,0.0033052
37.32950768,-121.871298,FUR - Furniture,0.0033052
37.32950768,-121.871298,FUR - Furniture,0.0033052
37.32957937,-121.88281,FUR - Furniture,0.0082068
37.32957937,-121.88281,FUR - Furniture,0.0082068
37.32957937,-121.88281,FUR - Furniture,0.0082068
37.32957937,-121.88281,FUR - Furniture,0.0082068
37.32957937,-121.88281,FUR - Furniture,0.0082068
37.32957937,-121.88281,FUR - Furniture,0.0082068
37.32957937,-121.88281,FUR - Furniture,0.0082068
37.32957937,-121.88281,FUR - Furniture,0.0082068
37.32957937,-121.88281,FUR - Furniture,0.0082068
37.32957937,-121.88281,FUR - Furniture,0.0082068
37.32957937,-121.88281,FUR - Furniture,0.0082068
37.32959387,-121.8563312,FUR - Furniture,0.018272
37.32959387,-121.8563312,FUR - Furniture,0.018272
37.32959456,-121.8071341,FUR - Furniture,0.0674691
37.32961857,-121.8248593,FUR - Furniture,0.0497439
37.32961858,-121.874212,FUR - Furniture,0.0003912
37.32961858,-121.874212,FUR - Furniture,0.0003912
37.32961858,-121.874212,FUR - Furniture,0.0003912
37.32961858,-121.874212,FUR - Furniture,0.0003912
37.32962065,-121.8784817,FUR - Furniture,0.0038785
37.32962065,-121.8784817,FUR - Furniture,0.0038785
37.32962065,-121.8784817,FUR - Furniture,0.0038785
37.32963466,-121.8367046,FUR - Furniture,0.0378986
37.32965472,-121.8685608,FUR - Furniture,0.0060424
37.3296735,-121.8537366,FUR - Furniture,0.0208666
37.32967671,-121.8700294,FUR - Furniture,0.0045738
37.32967797,-121.8034284,FUR - Furniture,0.0711748
37.32967797,-121.8034284,FUR - Furniture,0.0711748
37.32967797,-121.8034284,FUR - Furniture,0.0711748
37.32967797,-121.8034284,FUR - Furniture,0.0711748
37.32967797,-121.8034284,FUR - Furniture,0.0711748
37.32969709,-121.829677,FUR - Furniture,0.0449262
37.32969709,-121.829677,FUR - Furniture,0.0449262
